#Library information						Meta-information						Shotgun				mtDNA capture								390k capture										Library assessment		
Library ID	Individual ID	Collaborator Individual ID	Lab	LibraryType	Batch number	Culture ID	Location	Date	Country	Latitude	Longitude	 Reads going into alignment 	 Reads mapping to genome 	 Reads overlapping SNP targets 	Mean read length (dedupped)	 Reads going into alignment 	 Unique reads mapping to mtDNA 	 mt coverage 	C>T substitution rate in first base 	mt haplogroup (for >10x)	 One minus contamination estimate (for >10x)	 One minus contamination estimate (95% CI) (for >10x)	Mean read length (dedupped) (for <10x)	 Reads going into alignment 	 Reads mapping to human genome 	 Reads overlapping SNP targets 	 Unique reads mapping to 390k target 	 C>T substitution rate in first base 	Hits on X chromosome	Hits on Y chromosome	Fraction of SNPs hit at least once	Average target coverage	Mean read length (dedupped)	Overall assessment	Ratio of reads on 390k targets  for 390k capture vs. shotgun experiments	Additional comments
S0820	I0820	HAL37	Adelaide	half	11	LBK_EN	Halberstadt-Sonntagsfeld	5298-5247 calBCE	Germany	51.89583333	11.04666667	589752	7262	52	43	491358	322889	58.9	0.062	W1c'i	1	"[ 0.9986620,0.9999886 ]"	59	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0807	I0807	ESP30	Adelaide	half	11	Baalberge_MN	Esperstedt	3887-3797 calBCE	Germany	51.42	11.68	1042276	121778	918	48	872288	525358	48.9	0.097	H1e1a	0.986	"[ 0.9793746,0.9905356 ]"	52	1576641	564693	266668	42502	0.098	105	84	0.1	0.11	48	passed	192	..
S0808	I0808	HQU4	Adelaide	half	11	Baalberge_MN	Halle-Queis	3950-3400 BCE	Germany	51.47583333	12.13388889	773049	1109	5	22	849957	513601	24.7	0.173	H7d	0.826	"[ 0.7786158,0.8574867 ]"	41	9320510	52095	12616	170	0.017	1	0	0	0	31	failed 390k QC 	209	..
S0814	I0113	QUEXII4	Adelaide	half	11	Bell_Beaker_LN	Quedlinburg XII	2290-2130 calBCE 	Germany	51.79	11.14	645437	151658	1071	50	625492	432236	8.39	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0810	LibraryBlank	LibraryBlank	Adelaide	half	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	39442	13239	0.0482	n/a	n/a	n/a	n/a	n/a	75981	57595	12523	99	0.003	0	0	0	0	45	clean control	n/a	..
S0818	LibraryBlank	LibraryBlank	Adelaide	half	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	29003	20797	0.0284	n/a	n/a	n/a	n/a	n/a	85775	73738	30033	92	0.014	0	0	0	0	57	clean control	n/a	..
S0801	ExtractionBlank	ExtractionBlank	Adelaide	half	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	29401	6	0.00447	n/a	n/a	n/a	n/a	n/a	189504	62249	13672	143	0.022	0	0	0	0	50	clean control	n/a	..
S0012	I0012	Motala2	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	3339	132	1	67	181462	101859	347	0.008	U2e1	0.997	"[ 0.9946402,0.9987111 ]"	83	13513744	5843149	5133352	1149590	0.014	1151	1225	0.83	2.92	78	passed	1268	..
S0017	I0017	Motala12	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	2675	238	0	64	152253	78610	292	0.005	U2e1	0.989	"[ 0.9851613,0.9924840 ]"	85	48796250	20701235	16532891	3658825	0.014	1621	1725	0.95	9.29	74	passed	n/a	..
S0016	I0016	Motala9	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	n/a	n/a	n/a	n/a	166884	72658	245	0.007	U5a2	0.98	"[ 0.9748690,0.9854657 ]"	82	19300421	5564832	5471461	972641	0.009	1057	1145	0.78	2.47	81	passed	n/a	..
S0015	I0015	Motala6	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	n/a	n/a	n/a	n/a	152429	59435	241	0.01	U5a2d	0.994	"[ 0.9899754,0.9961715 ]"	92	20697782	5479581	5534463	1403599	0.016	1173	1252	0.8	3.56	93	passed	n/a	..
S0011	I0011	Motala1	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	n/a	n/a	n/a	n/a	187740	82298	239	0.007	U5a1	0.995	"[ 0.9913702,0.9970486 ]"	79	6061308	2337806	2221410	570943	0.017	1091	3	0.65	1.45	81	passed	n/a	..
S0013	I0013	Motala3	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	n/a	n/a	n/a	n/a	163637	68129	235	0.007	U5a1	0.967	"[ 0.9595028,0.9726388 ]"	87	10834268	3227173	3229809	784709	0.014	898	977	0.71	1.99	92	passed	n/a	..
S0014	I0014	Motala4	Tuebingen	plus	12	Motala_HG	Motala	5898-5531 calBCE	Sweden	58.535	15.046	n/a	n/a	n/a	n/a	144589	62134	228	0.009	U5a2d	0.991	"[ 0.9845365,0.9943545 ]"	82	29160790	9804807	9257499	2317303	0.016	1581	3	0.87	5.88	82	passed	n/a	..
S0025	I0025	LBK1992	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	284521	226996	540	0.482	T2b	0.98	"[ 0.9701474,0.9883045 ]"	66	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0027	I0027	LBK2172	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	192823	139232	505	0.364	H40	0.999	"[ 0.9920188,0.9998858 ]"	99	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0026	I0026	LBK2155	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	326380	279563	422	0.44	T2b	0.976	"[ 0.9656629,0.9869202 ]"	53	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0023	I0023	LBK1979	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	243925	134447	382	0.441	H	0.95	"[ 0.9289879,0.9645155 ]"	94	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0019	I0019	LBK1254	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	246676	145274	266	0.476	HV6'17	0.944	"[ 0.9188974,0.9605667 ]"	81	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0021	I0021	LBK1581	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	137976	82641	211	0.461	T2b	0.985	"[ 0.9751372,0.9916921 ]"	86	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0022	I0022	LBK1976	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	133432	78462	203	0.479	T2e	0.971	"[ 0.9609076,0.9784955 ]"	79	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0024	I0024	LBK1988	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	188858	104735	180	0.401	W1c'i	0.871	"[ 0.8569861,0.8833983 ]"	80	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0020	I0020	LBK1577	Tuebingen	minus	13	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	n/a	n/a	n/a	n/a	598615	329304	46.9	0.468	T2e	0.861	"[ 0.8327465,0.8855210 ]"	61	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0028	ExtractionBlank	ExtractionBlank	Tuebingen	minus	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8864	6419	1.61	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0029	ExtractionBlank	ExtractionBlank	Tuebingen	minus	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6572	4444	0.459	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0030	LibraryBlank	LibraryBlank	Tuebingen	minus	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5905	5678	0.234	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0025_L2	I0025	LBK1992	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	807031	656618	5707	52	807031	450043	828	0.171	T2b	0.999	"[ 0.9960670,0.9995871 ]"	81	5130958	4766908	2735501	1665389	0.183	1606	3	0.87	4.23	55	passed	75	..
S0026_L2	I0026	LBK2155	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	788428	618996	8502	49	788428	382634	669	0.163	T2b	0.999	"[ 0.9958209,0.9997483 ]"	70	6414636	5630729	3105387	2186091	0.154	1662	1	0.89	5.55	51	passed	45	..
S0027_L2	I0027	LBK2172	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	125352	73487	4	72	327579	262311	609	0.068	H40	1	"[ 0.9983096,0.9999897 ]"	90	3849293	1128913	828455	14453	0.087	46	2	0.03	0.04	49	failed 390k QC 	6745	..
S0023_L2	I0023	LBK1979	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	913958	424079	7	72	913958	421468	540	0.128	H	1	"[ 0.9982590,0.9999888 ]"	78	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0019_L2	I0019	LBK1254	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	773408	370244	27	65	773408	367828	347	0.136	HV6'17	1	"[ 0.9977140,0.9999844 ]"	71	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0022_L2	I0022	LBK1976	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	748611	350525	612	57	748611	333605	324	0.141	T2e	0.994	"[ 0.9892829,0.9960798 ]"	69	3274467	1758264	1147529	291015	0.207	830	0	0.47	0.74	45	passed	429	..
S0021_L2	I0021	LBK1581	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	799775	404288	4	60	799775	402275	171	0.138	T2b	1	"[ 0.9986601,0.9999842 ]"	64	4439623	94092	66665	723	0.048	1	0	0	0	36	failed 390k QC 	3002	..
S0024_L2	I0024	LBK1988	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	929056	462952	288	59	929056	456587	160	0.113	W1c'i	0.891	"[ 0.8774270,0.9033751 ]"	63	4076630	1906138	1540542	143310	0.103	568	0	0.29	0.36	61	failed 390k QC 	1219	..
S0020_L2	I0020	LBK1577	Boston	half	14	LBK_EN	"Viesenh_user Hof, Stuttgart-MŸhlhausen"	5500-4800 BCE	Germany	48.78	9.18	995954	505220	185	54	995954	501990	102	0.125	T2e	1	"[ 0.9980058,0.9999834 ]"	57	4335726	121724	89916	2850	0.037	7	1	0.01	0.01	38	failed 390k QC 	112	..
S0028_L2	ExtractionBlank	ExtractionBlank	Tuebingen	half	14	n/a	n/a	n/a	n/a	n/a	n/a	13265	10655	26	73	194193	132166	1.18	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0029_L2	ExtractionBlank	ExtractionBlank	Tuebingen	half	14	n/a	n/a	n/a	n/a	n/a	n/a	3943	2589	35	65	74339	47460	0.246	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0030_L2	LibraryBlank	LibraryBlank	Tuebingen	half	14	n/a	n/a	n/a	n/a	n/a	n/a	145	52	0	49	305	103	0.0169	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0231_E3_L1	I0231	SVP3	Boston	half	15	Yamnaya	"Ekaterinovka, Southern Steppe, Samara"	2910-2875 calBCE	Russia	52.42	48.24	37581	5632	69	57	421413	328936	708	0.121	U4a1	0.998	"[ 0.9950829,0.9990226 ]"	91	3541108	2857785	1688241	682271	0.096	961	932	0.73	1.73	68	passed	260	..
S0231_E4_L1	I0231	SVP3	Boston	half	15	Yamnaya	"Ekaterinovka, Southern Steppe, Samara"	2910-2875 calBCE	Russia	52.42	48.24	27018	10960	90	62	362999	264515	575	0.062	U4a1	0.999	"[ 0.9969490,0.9997415 ]"	88	10367827	8817625	5833862	1215128	0.059	1256	1332	0.87	3.09	70	passed	169	..
S0155d_E1_L1	ExtractionBlank	ExtractionBlank	Boston	half	15	n/a	n/a	n/a	n/a	n/a	n/a	4254	23	0	23	74426	38232	0.147	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0155e_E1_L1	LibraryBlank	LibraryBlank	Boston	half	15	n/a	n/a	n/a	n/a	n/a	n/a	0	0	0	n/a	1789	1746	0.0194	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0370_E2_L2	I0370	SVP10	Boston	half	16	Yamnaya	"Ishkinovka I, Eastern Orenburg, Pre-Ural steppe, Samara"	3500-2700 BCE	Russia	51.27	58.18	7246	949	6	49	220762	37670	0.406	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0370_E2_L1	I0370	SVP10	Boston	half	16	Yamnaya	"Ishkinovka I, Eastern Orenburg, Pre-Ural steppe, Samara"	3500-2700 BCE	Russia	51.27	58.18	7404	933	4	45	180402	23478	0.386	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0844a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	half	16	n/a	n/a	n/a	n/a	n/a	n/a	1076	163	4	51	39101	2891	0.115	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0844b_E1_L1	LibraryBlank	LibraryBlank	Boston	half	16	n/a	n/a	n/a	n/a	n/a	n/a	237	98	4	48	53868	872	0.0799	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0844c_E1_L1	LibraryBlank	LibraryBlank	Boston	half	16	n/a	n/a	n/a	n/a	n/a	n/a	259	82	2	52	5369	657	0.0574	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0124_E1_L3	I0124	SVP44	Boston	half	17	Samara_HG	"Lebyanzhinka IV, Sok River, Samara"	5650-5555 calBCE	Russia	53.4	50.4	10447	595	1	24	105304	61630	97.6	0.091	U5a1d	0.995	"[ 0.9895696,0.9982820 ]"	59	9614201	5667630	4224438	405171	0.089	688	680	0.6	1.03	53	passed	4590	..
S0231_E2_L1	I0231	SVP3	Boston	half	18	Yamnaya	"Ekaterinovka, Southern Steppe, Samara"	2910-2875 calBCE	Russia	52.42	48.24	36098	13148	88	58	487672	367890	797	0.078	U4a1	0.998	"[ 0.9953030,0.9993082 ]"	93	9916415	8451286	5878260	1471995	0.08	1286	1358	0.88	3.74	71	passed	243	..
S0452a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	half	18	n/a	n/a	n/a	n/a	n/a	n/a	55503	954	8	47	292677	143898	0.155	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0452b_E1_L1	LibraryBlank	LibraryBlank	Boston	half	18	n/a	n/a	n/a	n/a	n/a	n/a	600	1	0	83	65358	63121	0.0458	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0231_E2_L2	I0231	SVP3	Boston	half	19	Yamnaya	"Ekaterinovka, Southern Steppe, Samara"	2910-2875 calBCE	Russia	52.42	48.24	484415	207903	1911	61	410443	245337	449	0.084	U4a1	0.999	"[ 0.9970151,0.9996880 ]"	83	13559189	10522678	5106664	793179	0.077	1093	1130	0.82	2.01	65	passed	95	..
S0733a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	half	19	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1325	1280	0.367	n/a	n/a	n/a	n/a	n/a	1650271	1493079	622810	21289	0.005	88	0	0.05	0.05	57	clean control	n/a	..
S0733b_E1_L1	LibraryBlank	LibraryBlank	Boston	half	19	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	7	0.0199	n/a	n/a	n/a	n/a	n/a	426601	379774	148886	587	0.003	1	0	0	0	49	clean control	n/a	..
S0443_E2_L1	I0443	SVP57	Boston	half	20	Yamnaya	"Lopatino II, Sok River, Samara"	3500-2700 BCE	Russia	53.38	50.38	647254	233937	1852	48	613038	375316	466	0.052	W3a1a	0.98	"[ 0.9740238,0.9851098 ]"	73	9391071	8251712	4562107	1540130	0.03	1263	1286	0.86	3.91	53	passed	170	..
S0567a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	half	20	n/a	n/a	n/a	n/a	n/a	n/a	2477	125	1	63	15270	11095	0.0733	n/a	n/a	n/a	n/a	n/a	129803	98934	63267	163	0.016	0	0	0	0	49	clean control	1207	..
S0567b_E1_L1	LibraryBlank	LibraryBlank	Boston	half	20	n/a	n/a	n/a	n/a	n/a	n/a	538	130	1	63	35011	26583	0.0651	n/a	n/a	n/a	n/a	n/a	105277	91857	45639	74	0.003	0	0	0	0	50	clean control	233	..
S0241a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	minus	21	n/a	n/a	n/a	n/a	n/a	n/a	3515	281	4	83	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0241b_E1_L1	LibraryBlank	LibraryBlank	Boston	minus	21	n/a	n/a	n/a	n/a	n/a	n/a	494	35	0	103	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0231_E1_L1	I0231	SVP3	Boston	minus	21	Yamnaya	"Ekaterinovka, Southern Steppe, Samara"	2910-2875 calBCE	Russia	52.42	48.24	7384	3080	35	78	31316	26453	18.2	0.264	U4a1	0.532	"[ 0.4834288,0.5760040 ]"	67	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0124_E1_L2	I0124	SVP44	Boston	plus	22	Samara_HG	"Lebyanzhinka IV, Sok River, Samara"	5650-5555 calBCE	Russia	53.4	50.4	22565	634	5	59	75706	41028	36.1	0.004	U5a1d	0.96	"[ 0.9505329,0.9674132 ]"	64	773238	397540	310723	66577	0.014	150	156	0.15	0.17	69	failed 390k QC 	1814	..
S0128a_E1_L2	LibraryBlank	LibraryBlank	Boston	plus	22	n/a	n/a	n/a	n/a	n/a	n/a	0	0	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0127a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	minus	23	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control no DNA measured in library	n/a	..
S0128a_E1_L1	LibraryBlank	LibraryBlank	Boston	minus	23	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control no DNA measured in library	n/a	..
S0124_E1_L1	I0124	SVP44	Boston	minus	23	Samara_HG	"Lebyanzhinka IV, Sok River, Samara"	5650-5555 calBCE	Russia	53.4	50.4	7786	118	1	63	174292	107605	151	0.333	U5a1d	0.873	"[ 0.8509788,0.8928210 ]"	75	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not considered for 390k (UDG- library)	n/a	..
S0242_E1_L2	I0242	SVP60	Boston	half	24	Yamnaya	"Grachevka II, Sok_River, Samara"	3317-2885 calBCE	Russia	53.34	50.34	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed no DNA measured in library	n/a	..
S0243_E1_L2	I0243	SVP61	Boston	half	24	Yamnaya	"Grachevka II, Sok_River, Samara"	3335-2912 calBCE	Russia	53.34	50.34	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed no DNA measured in library	n/a	..
S0245_E1_L2	I0245	SVP63	Boston	half	24	Yamnaya	"Grachevka II, Sok_River, Samara"	2896-2589 calBCE	Russia	53.34	50.34	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed no DNA measured in library	n/a	..
S0249a_E1_L2	ExtractionBlank	ExtractionBlank	Boston	half	24	n/a	n/a	n/a	n/a	n/a	n/a	192	1	0	24	13668	7659	0.112	n/a	n/a	n/a	n/a	n/a	262199	74601	48159	186	0.004	1	0	0	0	51	clean control	n/a	..
S0249a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	minus	24	n/a	n/a	n/a	n/a	n/a	n/a	2281	163	0	23	35546	30995	0.0392	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0249c_E1_L1	LibraryBlank	LibraryBlank	Boston	half	24	n/a	n/a	n/a	n/a	n/a	n/a	14	0	0	n/a	2452	2205	0.0217	n/a	n/a	n/a	n/a	n/a	122979	114440	56150	137	0.005	0	0	0	0	54	clean control	n/a	..
S0243_E1_L1	I0243	SVP61	Boston	minus	24	Yamnaya	"Grachevka II, Sok_River, Samara"	3335-2912 calBCE	Russia	53.34	50.34	n/a	n/a	n/a	n/a	1136	1136	0.00606	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0242_E1_L1	I0242	SVP60	Boston	minus	24	Yamnaya	"Grachevka II, Sok_River, Samara"	3317-2885 calBCE	Russia	53.34	50.34	0	0	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0245_E1_L1	I0245	SVP63	Boston	minus	24	Yamnaya	"Grachevka II, Sok_River, Samara"	2896-2589 calBCE	Russia	53.34	50.34	0	0	0	n/a	0	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0249b_E1_L1	LibraryBlank	LibraryBlank	Boston	minus	24	n/a	n/a	n/a	n/a	n/a	n/a	2232	276	0	21	299	0	0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0250_E1_L2	I0250	SVP64	Boston	half	25	Yamnaya	"Grachevka II, Sok_River, Samara"	3309-2877 calBCE	Russia	53.34	50.34	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed no DNA measured in library	n/a	..
S0252_E1_L2	I0252	SVP66	Boston	half	25	Poltavka	"Grachevka II, Sok_River, Samara"	2800-2200 BCE	Russia	53.34	50.34	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed no DNA measured in library	n/a	..
S0252_E1_L1	I0252	SVP66	Boston	minus	25	Poltavka	"Grachevka II, Sok_River, Samara"	2800-2200 BCE	Russia	53.34	50.34	13151	119	1	54	51207	29924	15.5	0.23	U5a1b	0.665	"[ 0.6512511,0.6801057 ]"	73	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
S0256b_E1_L1	LibraryBlank	LibraryBlank	Boston	half	25	n/a	n/a	n/a	n/a	n/a	n/a	54	6	0	23	15761	15635	0.0994	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0256a_E1_L1	ExtractionBlank	ExtractionBlank	Boston	half	25	n/a	n/a	n/a	n/a	n/a	n/a	2672	64	1	124	46250	10809	0.0433	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	clean control	n/a	..
S0250_E1_L1	I0250	SVP64	Boston	minus	25	Yamnaya	"Grachevka II, Sok_River, Samara"	3309-2877 calBCE	Russia	53.34	50.34	0	0	0	n/a	510	510	0.0172	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	failed screening	n/a	..
